target,enrollee_id,education_level,experience,last_new_job,training_hours,company_size,city,city_development_index,gender,enrolled_university,major_discipline,relevent_experience,company_type
1.0,0.34147218310914046,0.5,0.0,0.2,0.391044776119403,0.1714285714285714,0.06703910614525141,0.7564870259481037,0.0,0.0,0.0,1.0,0.52
0.0,0.9578177896282094,0.75,0.6666666666666666,0.2,0.2,0.42857142857142855,0.88268156424581,0.7884231536926148,1.0,0.0,1.0,1.0,0.8
0.0,0.5710177057431319,0.75,0.6666666666666666,0.4,0.14626865671641792,0.42857142857142855,0.6312849162011173,0.9540918163672657,1.0,0.0,1.0,1.0,0.8
0.0,0.19443362593247251,0.75,0.3333333333333333,0.2,0.14029850746268657,0.3428571428571428,0.5642458100558659,0.7105788423153695,0.8,0.0,1.0,1.0,0.68
0.0,0.21091105185895323,0.5,0.0,0.2,0.191044776119403,0.7142857142857142,0.21787709497206706,0.6546906187624751,1.0,0.0,0.4,1.0,0.8
0.0,0.682045597531382,0.5,0.0,0.2,0.035820895522388055,0.7142857142857142,0.111731843575419,0.3512974051896208,0.8,0.0,1.0,1.0,0.8
0.0,0.4345247011594116,0.25,0.0,0.0,0.0626865671641791,0.19999999999999998,0.3687150837988827,0.812375249500998,1.0,0.0,0.76,0.0,0.72
1.0,0.5134365918691393,0.5,0.6666666666666666,0.2,0.43880597014925377,0.5714285714285714,0.111731843575419,0.3512974051896208,1.0,1.0,1.0,1.0,0.8
0.0,0.8530812786482519,0.5,0.0,0.4,0.21194029850746268,0.42857142857142855,0.5698324022346368,0.942115768463074,1.0,0.0,0.0,1.0,0.4800000000000001
1.0,0.6452260403247552,0.25,0.6666666666666666,0.2,0.020895522388059702,0.0,0.5530726256983239,0.8762475049900201,1.0,0.0,0.8400000000000001,1.0,0.8
1.0,0.3117828574852452,0.5,1.0,0.4,0.2,0.2857142857142857,0.111731843575419,0.3512974051896208,1.0,0.0,1.0,1.0,0.2
0.0,0.4471973396446868,0.5,1.0,0.6000000000000001,0.11641791044776119,0.42857142857142855,0.5698324022346368,0.942115768463074,1.0,0.0,1.0,1.0,0.8
0.0,0.6678450522783786,0.5,1.0,1.0,0.41791044776119407,0.8571428571428571,0.5698324022346368,0.942115768463074,1.0,1.0,1.0,1.0,0.8
0.0,0.1295125677821385,0.5,0.0,0.2,0.06865671641791045,0.6,0.5698324022346368,0.942115768463074,0.0,1.0,1.0,0.0,0.72
0.0,0.8078432547410048,0.5,1.0,1.0,0.2417910447761194,0.42857142857142855,0.888268156424581,0.942115768463074,0.0,0.0,1.0,1.0,0.8
0.0,0.7937026274004614,0.5,0.6666666666666666,0.6000000000000001,0.42985074626865677,0.8571428571428571,0.08379888268156425,0.9221556886227548,1.0,0.0,0.2,1.0,0.8
0.0,0.14575032205877947,0.5,0.3333333333333333,0.4,0.6119402985074627,0.14285714285714285,0.5698324022346368,0.942115768463074,1.0,0.0,1.0,1.0,0.0
0.0,0.38122771802630395,0.25,0.0,0.2,0.45074626865671646,1.0,0.6312849162011173,0.9540918163672657,1.0,1.0,1.0,0.0,0.6000000000000001
1.0,0.30447287216513375,1.0,1.0,0.8,0.12238805970149252,0.42857142857142855,0.6312849162011173,0.9540918163672657,1.0,0.0,1.0,1.0,0.8
0.0,0.25797657209622815,0.5,0.6666666666666666,0.8,0.14626865671641792,0.7142857142857142,0.5698324022346368,0.942115768463074,0.8,0.0,1.0,0.0,0.8400000000000001
0.0,0.7387279427184757,0.2,0.0,0.0,0.31343283582089554,0.3428571428571428,0.3910614525139665,0.8702594810379242,1.0,0.0,0.96,0.0,0.8400000000000001
0.0,0.07627550256149075,0.75,1.0,0.4,0.03880597014925373,0.7142857142857142,0.6312849162011173,0.9540918163672657,0.0,1.0,1.0,1.0,1.0
0.0,0.4150214206537044,0.25,0.0,0.4,0.1044776119402985,0.14285714285714285,0.5754189944134078,0.9500998003992017,1.0,0.0,0.52,1.0,0.8
1.0,0.9482908415470805,0.75,0.3333333333333333,0.2,0.3313432835820896,0.2857142857142857,0.111731843575419,0.3512974051896208,1.0,0.0,1.0,1.0,0.0
0.0,0.4087000808891818,0.5,0.3333333333333333,0.0,0.3194029850746269,0.2857142857142857,0.35195530726256985,0.43512974051896214,1.0,0.0,0.6000000000000001,0.0,0.8
1.0,0.1674406063692741,0.75,0.3333333333333333,0.6000000000000001,0.01791044776119403,0.8571428571428571,0.111731843575419,0.3512974051896208,1.0,1.0,1.0,1.0,0.8
1.0,0.6726085263189431,0.75,0.0,0.0,0.07462686567164178,0.22857142857142856,0.111731843575419,0.3512974051896208,0.0,1.0,1.0,0.0,0.72
1.0,0.2697804008508343,0.5,0.0,0.0,0.2567164179104478,0.42857142857142855,0.111731843575419,0.3512974051896208,1.0,0.0,1.0,1.0,0.8
1.0,0.7785134365918692,0.5,1.0,0.8,0.15223880597014924,1.0,0.5698324022346368,0.942115768463074,0.8,0.0,1.0,1.0,1.0
1.0,0.13406632912909316,0.5,0.6666666666666666,1.0,0.05671641791044776,0.5428571428571428,0.5586592178770949,0.2195608782435131,1.0,0.0,0.6000000000000001,1.0,0.68
0.0,0.7520297192845802,0.5,0.6666666666666666,0.2,0.059701492537313425,0.14285714285714285,0.4581005586592179,0.94810379241517,1.0,0.0,1.0,1.0,0.8
1.0,0.1667815093322149,0.5,0.0,0.2,0.27164179104477615,0.3428571428571428,0.5586592178770949,0.2195608782435131,1.0,0.0,1.0,0.0,0.7200000000000001
0.0,0.06572994996854309,0.5,0.3333333333333333,0.4,0.30149253731343284,0.42857142857142855,0.35195530726256985,0.43512974051896214,1.0,0.0,1.0,1.0,0.8
0.0,0.9147068516132898,0.5,0.0,1.0,0.07462686567164178,1.0,0.5810055865921787,0.69061876247505,1.0,0.0,0.4,0.0,0.8
0.0,0.8541598010725306,0.75,0.0,0.4,0.01791044776119403,0.0,0.5754189944134078,0.9500998003992017,0.8,0.0,1.0,1.0,0.0
0.0,0.03061805326702418,0.25,0.0,0.2,0.1253731343283582,1.0,0.6312849162011173,0.9540918163672657,1.0,1.0,0.8400000000000001,0.0,0.8
0.0,0.36705713172953053,0.5,1.0,0.2,0.13134328358208955,0.42857142857142855,0.5754189944134078,0.9500998003992017,1.0,0.0,1.0,1.0,0.8
0.0,0.7578117978369634,0.5,0.0,0.4,0.15223880597014924,0.2857142857142857,0.4022346368715084,0.6107784431137725,1.0,1.0,1.0,1.0,0.0
0.0,0.396566703616046,0.5,1.0,0.4,0.05373134328358209,0.5714285714285714,0.5698324022346368,0.942115768463074,1.0,0.0,1.0,1.0,0.72
1.0,0.4037568531112376,0.5,0.0,0.27999999999999997,0.09253731343283582,0.14285714285714285,0.111731843575419,0.3512974051896208,1.0,1.0,1.0,1.0,0.2
1.0,0.5565475298840589,0.5,1.0,1.0,0.07462686567164178,0.42857142857142855,0.8994413407821229,0.6367265469061877,1.0,0.0,0.4,1.0,0.8
0.0,0.8979897540369693,0.5,0.3333333333333333,0.2,0.2656716417910448,0.2,0.3687150837988827,0.812375249500998,1.0,1.0,1.0,1.0,0.8
0.0,0.7943617244375206,0.5,0.3333333333333333,0.6000000000000001,0.07164179104477612,0.42857142857142855,0.4134078212290503,0.9800399201596807,1.0,0.0,1.0,1.0,0.8
0.0,0.7396566703616047,0.75,0.6666666666666666,0.2,0.0417910447761194,0.0,0.223463687150838,0.7564870259481037,1.0,0.0,1.0,1.0,0.8
0.0,0.25261391893106444,0.75,1.0,1.0,0.14029850746268657,0.42857142857142855,0.5530726256983239,0.8762475049900201,1.0,0.0,0.4,1.0,0.8
0.0,0.2867371700769945,0.25,0.0,0.08,0.2895522388059702,0.2571428571428571,0.0558659217877095,0.20359281437125765,1.0,1.0,0.8800000000000001,0.0,0.8
1.0,0.17606878576350402,0.5,0.3333333333333333,0.4,0.4208955223880597,0.2857142857142857,0.5139664804469274,0.8323353293413175,1.0,0.0,1.0,1.0,0.8
0.0,0.7697654213727194,0.75,0.0,0.8,0.035820895522388055,1.0,0.3687150837988827,0.812375249500998,0.8,0.0,0.4,0.0,0.8
0.0,0.28892417388178193,0.5,0.6666666666666666,1.0,0.1373134328358209,0.2857142857142857,0.08379888268156425,0.9221556886227548,1.0,0.0,1.0,1.0,0.8
0.0,0.3813475538512238,0.75,0.6666666666666666,0.2,0.08059701492537313,0.5714285714285714,0.08379888268156425,0.9221556886227548,0.0,0.0,0.4,1.0,1.0
1.0,0.14467179963450075,0.55,0.0,0.0,0.6776119402985075,0.3428571428571428,0.49720670391061456,0.499001996007984,0.8,0.6,0.8800000000000001,0.0,0.8
0.0,0.628209353186135,0.5,1.0,0.8,0.0626865671641791,0.2857142857142857,0.35195530726256985,0.43512974051896214,1.0,0.0,1.0,1.0,0.8400000000000001
1.0,0.5173911740914947,0.5,0.0,0.0,0.050746268656716415,0.19999999999999998,0.111731843575419,0.3512974051896208,1.0,1.0,1.0,0.0,0.64
0.0,0.38137751280745374,0.5,0.0,0.2,0.08358208955223881,0.14285714285714285,0.06703910614525141,0.7564870259481037,1.0,0.0,1.0,1.0,0.8
0.0,0.32676233560022766,0.75,0.0,0.2,0.13432835820895522,0.42857142857142855,0.3687150837988827,0.812375249500998,1.0,0.0,1.0,1.0,0.72
0.0,0.8722849695916595,0.5,0.0,0.0,0.03283582089552239,0.2857142857142857,0.0558659217877095,0.20359281437125765,1.0,1.0,1.0,0.0,0.8800000000000001
0.0,0.11039875370742083,0.5,0.0,0.4,0.04776119402985075,0.42857142857142855,0.5698324022346368,0.942115768463074,1.0,0.0,1.0,1.0,0.8
0.0,0.679529045208065,0.75,0.0,0.4,0.191044776119403,0.2857142857142857,0.19553072625698326,0.8882235528942116,1.0,0.0,1.0,1.0,0.8
0.0,0.6630815782378142,0.5,0.0,0.2,0.10149253731343283,0.42857142857142855,0.5698324022346368,0.942115768463074,1.0,0.0,0.4,0.0,0.8
0.0,0.9516162856886067,0.5,0.3333333333333333,0.6000000000000001,0.03880597014925373,1.0,0.3687150837988827,0.812375249500998,1.0,1.0,1.0,0.0,0.8
0.0,0.9421492555199377,0.75,0.0,0.2,0.008955223880597015,0.0,0.5698324022346368,0.942115768463074,0.0,0.0,1.0,1.0,0.0
0.0,0.1793343119925702,0.5,0.6666666666666666,1.0,0.03283582089552239,0.2857142857142857,0.5698324022346368,0.942115768463074,1.0,0.0,1.0,1.0,0.8
0.0,0.6519368465202673,0.5,1.0,0.4,0.3194029850746269,0.2857142857142857,0.888268156424581,0.942115768463074,1.0,0.0,1.0,1.0,0.8
0.0,0.6611642050390965,0.5,1.0,0.2,0.4029850746268657,0.6,0.5698324022346368,0.942115768463074,1.0,0.0,1.0,0.0,0.72
0.0,0.7613169957158693,0.5,0.0,0.2,0.07761194029850746,0.14285714285714285,0.5698324022346368,0.942115768463074,1.0,0.0,1.0,1.0,0.64
0.0,0.17678780071302316,0.75,0.0,0.2,0.21791044776119403,0.2857142857142857,0.10614525139664806,0.694610778443114,0.8,1.0,1.0,1.0,0.2
0.0,0.8508942748434645,0.5,0.6666666666666666,0.2,0.2537313432835821,0.14285714285714285,0.3910614525139665,0.8702594810379242,1.0,0.0,1.0,1.0,0.0
0.0,0.9268102699301957,0.5,0.0,0.4,0.24477611940298508,0.14285714285714285,0.3128491620111732,0.8343313373253495,0.0,1.0,1.0,0.0,0.8
0.0,0.8613199916114923,0.25,0.0,0.6000000000000001,0.2208955223880597,0.2571428571428571,0.5698324022346368,0.942115768463074,1.0,1.0,0.6799999999999999,0.0,0.8
0.0,0.8774678690194434,0.75,0.6666666666666666,0.4,0.12238805970149252,0.6857142857142856,0.8435754189944134,0.499001996007984,1.0,1.0,1.0,0.0,1.0
0.0,0.9706701818508644,0.5,0.3333333333333333,0.2,0.9880597014925373,0.42857142857142855,0.5698324022346368,0.942115768463074,0.0,0.0,1.0,1.0,0.52
0.0,0.5730249558105396,0.5,0.0,0.24,0.41492537313432837,0.48571428571428565,0.335195530726257,0.9281437125748505,1.0,1.0,1.0,0.0,0.7200000000000001
0.0,0.8698582941370323,0.25,0.0,0.0,0.5402985074626866,0.5428571428571428,0.08379888268156425,0.9221556886227548,1.0,0.0,0.72,0.0,0.72
1.0,0.5053476736870488,0.5,0.0,0.2,0.035820895522388055,0.42857142857142855,0.5698324022346368,0.942115768463074,0.0,0.0,0.4,0.0,0.8
1.0,0.3144492045897121,0.5,0.0,0.4,0.5104477611940298,0.14285714285714285,0.1005586592178771,0.4670658682634733,0.8,0.0,1.0,1.0,0.8
0.0,0.5421971898499056,0.5,0.3333333333333333,0.2,0.14029850746268657,0.42857142857142855,0.5698324022346368,0.942115768463074,1.0,0.0,1.0,1.0,0.4
0.0,0.36190419125797657,0.5,0.3333333333333333,0.2,0.0955223880597015,0.2857142857142857,0.3575418994413408,0.7065868263473055,1.0,1.0,1.0,1.0,0.8
0.0,0.2205877947212319,0.25,0.0,0.2,0.4208955223880597,0.42857142857142855,0.888268156424581,0.942115768463074,1.0,1.0,1.0,0.0,0.8
0.0,0.335031007519698,0.5,0.0,0.2,0.09850746268656717,0.42857142857142855,0.40782122905027934,0.26147704590818355,0.8,1.0,1.0,0.0,0.8
1.0,0.21016207795320413,0.5,0.3333333333333333,0.4,0.03880597014925373,0.2857142857142857,0.3575418994413408,0.7065868263473055,1.0,0.0,1.0,1.0,0.8
1.0,0.2604631654633152,0.5,0.3333333333333333,0.4,0.07761194029850746,0.14285714285714285,0.0558659217877095,0.20359281437125765,1.0,0.0,1.0,1.0,0.8
1.0,0.1848767188951137,0.5,0.3333333333333333,0.2,0.06865671641791045,0.42857142857142855,0.0558659217877095,0.20359281437125765,1.0,0.0,1.0,1.0,0.8
0.0,0.4395278468498157,0.75,1.0,0.2,0.4447761194029851,0.45714285714285713,0.9608938547486033,0.8582834331337327,0.8,0.0,1.0,0.0,0.72
0.0,0.5469307049342401,0.5,0.6666666666666666,1.0,0.05671641791044776,0.5714285714285714,0.5698324022346368,0.942115768463074,0.0,0.0,1.0,1.0,0.4
0.0,0.7337547559843015,0.5,0.0,0.2,0.41492537313432837,0.5714285714285714,0.5698324022346368,0.942115768463074,0.8,0.0,1.0,1.0,0.64
0.0,0.03532160939512867,0.5,0.6666666666666666,0.2,0.15223880597014924,0.8571428571428571,0.08379888268156425,0.9221556886227548,1.0,0.0,1.0,1.0,0.8
0.0,0.8576050810389766,0.5,1.0,0.4,0.4746268656716418,0.2857142857142857,0.4134078212290503,0.9800399201596807,1.0,0.0,1.0,1.0,0.8
0.0,0.24467479553012375,0.75,0.3333333333333333,0.4,0.005970149253731344,0.8571428571428571,0.7541899441340781,0.8962075848303394,1.0,0.0,1.0,1.0,0.8
1.0,0.3137301896401929,0.5,0.0,0.4,0.0029850746268656717,0.0,0.111731843575419,0.3512974051896208,1.0,0.0,1.0,1.0,0.8
0.0,0.7593996225171515,0.5,1.0,1.0,0.08059701492537313,0.7142857142857142,0.08379888268156425,0.9221556886227548,1.0,0.0,1.0,1.0,0.8
0.0,0.15635579256418708,0.5,1.0,0.8,0.13432835820895522,0.6285714285714284,0.4022346368715084,0.6107784431137725,1.0,0.0,0.8,1.0,0.8400000000000001
0.0,0.14344348242907218,0.5,0.3333333333333333,0.2,0.6238805970149254,0.2857142857142857,0.3687150837988827,0.812375249500998,1.0,0.0,1.0,1.0,0.8
0.0,0.3396446867791126,0.5,0.3333333333333333,0.2,0.1044776119402985,0.0,0.6312849162011173,0.9540918163672657,1.0,0.0,1.0,1.0,0.8
1.0,0.8377123341022799,0.5,0.0,0.2,0.4746268656716418,0.3428571428571428,0.541899441340782,1.0,1.0,1.0,1.0,0.0,0.8399999999999999
0.0,0.2567482548907996,0.5,0.0,0.4,0.2985074626865672,0.14285714285714285,0.111731843575419,0.3512974051896208,1.0,1.0,1.0,1.0,0.4
0.0,0.48839090446088856,0.75,0.3333333333333333,0.2,0.13432835820895522,0.2857142857142857,0.6312849162011173,0.9540918163672657,1.0,0.0,1.0,1.0,0.8
0.0,0.6164055244315289,0.5,1.0,1.0,0.05373134328358209,0.7142857142857142,0.5363128491620112,0.9520958083832337,1.0,0.0,1.0,1.0,0.8
1.0,0.9875969921207945,0.5,0.0,0.4,0.07462686567164178,0.42857142857142855,0.111731843575419,0.3512974051896208,1.0,0.0,1.0,1.0,0.8
0.0,0.635069954162797,0.5,0.3333333333333333,0.2,0.2656716417910448,0.0,0.49720670391061456,0.499001996007984,1.0,1.0,1.0,1.0,0.4
0.0,0.5637676383354804,0.5,0.3333333333333333,0.8,0.17313432835820897,0.0,0.2737430167597765,0.8942115768463076,1.0,0.0,1.0,1.0,0.8
0.0,0.4253572605530423,0.5,0.3333333333333333,0.2,0.7731343283582089,0.2857142857142857,0.888268156424581,0.942115768463074,1.0,1.0,0.2,1.0,0.2
0.0,0.22963539950268133,0.5,0.6666666666666666,1.0,0.21791044776119403,0.2857142857142857,0.111731843575419,0.3512974051896208,0.0,0.0,1.0,1.0,0.8
1.0,0.4168489169837323,1.0,1.0,0.4,0.05671641791044776,0.42857142857142855,0.08379888268156425,0.9221556886227548,1.0,0.0,1.0,1.0,0.8
0.0,0.31618682405105003,0.5,0.6666666666666666,0.4,0.020895522388059702,0.42857142857142855,0.9608938547486033,0.8582834331337327,1.0,0.0,1.0,1.0,0.8
0.0,0.4805116989724078,0.5,0.3333333333333333,0.2,0.3880597014925373,0.42857142857142855,0.5698324022346368,0.942115768463074,1.0,0.0,1.0,1.0,0.8
0.0,0.9834027382485995,0.75,0.3333333333333333,0.2,0.13134328358208955,0.11428571428571428,0.7653631284916201,0.7744510978043911,1.0,1.0,1.0,1.0,0.72
0.0,0.39701608795949545,0.5,0.6666666666666666,0.4,0.3223880597014926,0.14285714285714285,0.45251396648044695,0.4890219560878243,1.0,1.0,1.0,1.0,0.8
0.0,0.4684382396117319,0.5,0.0,0.2,0.20597014925373133,0.42857142857142855,0.3687150837988827,0.812375249500998,1.0,0.0,0.4,1.0,0.8
0.0,0.841037778243806,0.5,1.0,1.0,0.04776119402985075,0.42857142857142855,0.5698324022346368,0.942115768463074,0.0,0.0,1.0,1.0,0.4
0.0,0.6893855418077235,0.75,0.6666666666666666,0.2,0.14925373134328357,0.2857142857142857,0.5698324022346368,0.942115768463074,0.0,0.0,1.0,0.0,0.8
1.0,0.48260882590850535,0.5,0.3333333333333333,0.6000000000000001,0.1761194029850746,0.2857142857142857,0.5698324022346368,0.942115768463074,0.0,0.0,1.0,1.0,0.8
0.0,0.11743910842146259,1.0,1.0,1.0,0.008955223880597015,0.7142857142857142,0.19553072625698326,0.8882235528942116,1.0,0.0,1.0,0.0,1.0
0.0,0.7348632373648103,0.5,0.6666666666666666,1.0,0.01791044776119403,0.42857142857142855,0.6312849162011173,0.9540918163672657,1.0,0.0,1.0,0.0,0.8
0.0,0.05761107283022259,0.75,1.0,0.6000000000000001,0.4865671641791045,0.42857142857142855,0.5642458100558659,0.7105788423153695,1.0,0.0,1.0,1.0,0.8
0.0,0.9819047904371012,0.5,1.0,0.8,0.8626865671641791,0.2571428571428571,0.35195530726256985,0.43512974051896214,1.0,0.0,1.0,1.0,0.68
0.0,0.05710177057431319,0.25,0.0,0.0,0.42985074626865677,0.0,0.5642458100558659,0.7105788423153695,1.0,0.0,0.76,0.0,0.4
0.0,0.7173971658827407,1.0,0.26666666666666666,0.16,0.20597014925373133,0.5428571428571429,0.5698324022346368,0.942115768463074,0.8,0.0,1.0,0.0,0.76
0.0,0.09332214865634081,0.6,0.0,0.2,0.06865671641791045,0.2857142857142857,0.111731843575419,0.3512974051896208,1.0,0.0,1.0,0.0,0.8
1.0,0.7438209652775698,0.75,0.0,0.2,0.3940298507462687,1.0,0.5698324022346368,0.942115768463074,1.0,0.0,0.4,0.0,0.8
0.0,0.9133586985829414,0.5,0.0,0.2,0.05671641791044776,0.1714285714285714,0.0558659217877095,0.20359281437125765,1.0,1.0,1.0,0.0,0.68
0.0,0.037868120674675695,0.5,0.3333333333333333,0.2,0.22388059701492538,0.0,0.5698324022346368,0.942115768463074,1.0,0.0,1.0,1.0,0.2
1.0,0.6620030558135355,0.75,0.0,0.8,0.059701492537313425,0.45714285714285713,0.49720670391061456,0.499001996007984,0.0,1.0,1.0,0.0,0.8399999999999999
0.0,0.39968243506396234,0.5,0.3333333333333333,0.4,0.09850746268656717,0.8571428571428571,0.111731843575419,0.3512974051896208,0.0,0.0,0.8,1.0,0.8
0.0,0.7372000359507475,0.5,0.3333333333333333,0.4,0.0417910447761194,0.0,0.888268156424581,0.942115768463074,1.0,0.0,1.0,0.0,0.8
0.0,0.6015758410976962,0.5,1.0,1.0,0.4626865671641791,0.6285714285714284,0.3128491620111732,0.8343313373253495,1.0,0.0,1.0,0.0,0.8
0.0,0.7428323197219809,0.5,1.0,1.0,0.0417910447761194,0.8571428571428571,0.5698324022346368,0.942115768463074,1.0,0.0,1.0,1.0,0.8
0.0,0.23296084364420744,0.75,1.0,0.0,0.35522388059701493,0.3142857142857142,0.6312849162011173,0.9540918163672657,1.0,0.0,1.0,1.0,0.8
0.0,0.6805776086761137,0.5,0.6666666666666666,1.0,0.1373134328358209,1.0,0.8715083798882681,0.6407185628742517,1.0,0.0,0.6000000000000001,1.0,0.76
1.0,0.037748284849755835,0.5,0.6666666666666666,0.4,0.29552238805970155,0.42857142857142855,0.4022346368715084,0.6107784431137725,1.0,0.0,1.0,1.0,0.8
0.0,0.101710656400731,0.5,0.3333333333333333,0.0,0.30149253731343284,0.5714285714285714,0.3687150837988827,0.812375249500998,1.0,1.0,1.0,1.0,0.8
0.0,0.12828425057670992,0.25,0.0,0.0,0.15223880597014924,0.3714285714285714,0.5698324022346368,0.942115768463074,1.0,0.0,0.8400000000000001,0.0,0.8
0.0,0.5691302915006442,0.25,0.3333333333333333,0.8,0.11343283582089551,0.14285714285714285,0.6312849162011173,0.9540918163672657,1.0,0.0,0.96,1.0,0.8
1.0,0.05997783037238982,0.25,0.0,0.2,0.3313432835820896,0.45714285714285713,0.5698324022346368,0.942115768463074,1.0,1.0,0.8400000000000001,1.0,0.72
0.0,0.9522454237694359,1.0,1.0,1.0,0.03880597014925373,0.2857142857142857,0.5698324022346368,0.942115768463074,1.0,0.0,1.0,0.0,0.8
0.0,0.24686179933491117,0.65,0.6666666666666666,0.2,0.008955223880597015,0.42857142857142855,0.08379888268156425,0.9221556886227548,1.0,0.0,0.8400000000000001,1.0,0.76
0.0,0.364091195062764,0.75,1.0,1.0,0.16119402985074627,0.7142857142857142,0.08379888268156425,0.9221556886227548,0.8,0.0,0.0,1.0,0.4
1.0,0.7026573594175979,0.5,0.3333333333333333,0.8,0.14328358208955225,1.0,0.111731843575419,0.3512974051896208,1.0,0.0,1.0,1.0,0.8
0.0,0.5956140088079331,0.5,0.6666666666666666,1.0,0.21194029850746268,0.39999999999999997,0.08379888268156425,0.9221556886227548,1.0,0.0,1.0,1.0,0.8
1.0,0.8632972827226699,0.5,0.6666666666666666,0.6000000000000001,0.41791044776119407,0.8571428571428571,0.4916201117318436,0.9520958083832337,1.0,1.0,1.0,1.0,0.8
0.0,0.13945894125048686,0.25,0.3333333333333333,0.0,0.08059701492537313,0.5714285714285714,0.6312849162011173,0.9540918163672657,1.0,0.0,1.0,0.0,0.8
0.0,0.21807124239791487,0.5,0.6666666666666666,0.2,0.01492537313432836,1.0,0.5698324022346368,0.942115768463074,1.0,0.0,1.0,1.0,0.8
0.0,0.5063662781988676,0.5,1.0,0.2,0.37014925373134333,0.8571428571428571,0.5698324022346368,0.942115768463074,1.0,0.0,0.6000000000000001,1.0,0.8
0.0,0.3994128044578927,0.5,1.0,0.0,0.9701492537313433,0.7714285714285714,0.4134078212290503,0.9800399201596807,0.8,0.0,1.0,1.0,0.7200000000000001
0.0,0.7861230114742803,0.5,1.0,0.4,0.0955223880597015,0.42857142857142855,0.5698324022346368,0.942115768463074,1.0,0.0,0.8,1.0,0.8
0.0,0.37089187812696606,0.75,0.3333333333333333,1.0,0.11641791044776119,1.0,0.5642458100558659,0.7105788423153695,0.8,0.0,1.0,0.0,0.8
1.0,0.12172323916234758,0.5,1.0,0.2,0.5880597014925373,0.37142857142857133,0.888268156424581,0.942115768463074,1.0,0.0,1.0,1.0,0.64
0.0,0.9614128643758052,0.75,0.6666666666666666,1.0,0.16119402985074627,1.0,0.5698324022346368,0.942115768463074,0.0,0.0,1.0,1.0,0.8
0.0,0.11279547020581802,0.5,1.0,1.0,0.09253731343283582,0.5714285714285714,0.8324022346368715,0.499001996007984,1.0,0.0,1.0,0.0,0.8
0.0,0.9135983702327811,0.5,1.0,1.0,0.029850746268656716,0.42857142857142855,0.5698324022346368,0.942115768463074,1.0,0.0,0.0,1.0,0.8
